review,sentiment
my comment from yesterday  is not here   here is a new one  cannot restore my data account looks new after installing it to an android phone previous was iphone  old model  no access to whatsapp  asked for help from whatsapp  got a most relevant answer   to turn media visibility on or off for all chats  open whatsapp   the media visibility feature only affects new media that comes in once the feature has been turned on or off and doesnt apply to old media,negative
the latest version is a total messwhen i am try to sending photoits only show the recent send photo in whatsapp instead of phone gallery album and i could not send video toothe latest version only allows me send photo once at a timethis is really unfriendly for the userplease bring back the previous version to us,negative
whatsapp used to be the best before facebook bought them now they truncate videos and pictures down to terrible quality and now since a samsung update you can no longer attach pics or videos from your gallery direct from the message same as last review you have to do it a much slower way not sure if it is a samsung or whatsapp glitch i am messaging with a rep but feel it is a robotic rep added i figured out the issue i had to open permissions and go to whatsapp and add photos and videos,negative
the app is fine but when you try to send a voice note for some reason you cannot really hear your recording properly sometimes you can but sometimes you cant this is really excruciating and annoying it is not like i covered my mic,negative
this version has a lot of bugs sometimes we just scrolling a particular chat but for a single scroll it landed on somewhere else of the chat and also when we are opening the emoji section it will open for just half of the normal range only after  to  taps the section will open normally too poor version,negative
latest version is not functioning as previously now you cannot upload a picture taken with the phone camera app you have to go through this cumbersome nd step to access the phone gallery app at the top right  dotsthen can you only see phone camera app fotos to upload this is not a great user experience further uploading a photo taken with the phone camera app is also impossible keep receiving an error which says cannot upload fix this please,negative
in the previous versions whenever my phone is in silent mode and i am watching stories and statuses the videos do not play audio and i really enjoyed it that way now there is no way of watching statuses without the audio playing please do something about this,negative
transfer from old mobile to new keeping phone number it is literally pain in the as unseccesfully trying to do this longer than one week already somehow telegram make it in easiest way it tooks approx  seconds also functionality compare to tg on level of  no big files nothing who seriously using wa in  frustration bad user expierience,negative
whatsapp reinstalled to restore previous chat backup previously left on and backed up to the device daily i reinstalled and two years of messages timetables details numbers and sentimental media were wiped i contacted whatsapp who gave advice based on having an old phone and restoring on a new device  not applicable i received further advice to rename a backup file  unsuccessful i was then told my query had been addressed everything lost no troubleshoot further messages blanked,negative
worst right after i tried to give a missed voice call to my mother who is in abroad via whatsapp the voice calling is not working and after reinstalling the app it says that unable to connect make sure that your internet connection is working what is going on in here with the whatsapp cannot manage anything properly,negative
respected sir can you introduce the feature of read receipt option for separately for each contact because in case i want to ignore one contact but i cannot due to lack of this feature it would be really good if you could do so i am sure many of your users will face this issue thank you,positive
the new update is the worst thing ever  you cannot even send one time viewing pictures which you cannot make screenshots off no more either which is completely dumb from your laptop no more let alone open them  and for me someone who uses their laptop for everything this is just so silly also in group chats the profile picture is also showing up next to ones message which is just ugly and unnecessary cause the name of the person is there anyways,negative
i would have given it  stars usually but this morning it has completely stopped sending or receiving messages i cannot message whatsapp to find a way to fix it because they only message through whatsapp i have tried all online troubleshooting i am unable to uninstall as it also will not backup and i need recently sent  received messages,negative
gone wrong after november update initially selecting a photo was not working had to change the permissions manually now sending videos does not work i did everything even fully reset the app still says it cannot send the video any video samsung s ultra,negative
i think there is something wrong with whatsapp team from past few days i am not unable to use or login to this app it automatically gets unregistered from my phone many times i have requested whatsapp team via email since there is no other means to contact them to look into this however no action has been taken so far they just keep sending the automated reply this is just pathetic and bizzare big time disappointed ,negative
whatsapp was great but since the way sending photos has changed it really annoyed me as i was sending  photos to someone and ended up sending  as there was no sign that photos were sent just took me back to the bit where choosing photos to send is and it did not disappear sort out the way photos are sent as i am sure i am not the only one who got extremely confused with the way choosing photos did not disappear like it use to,negative
i like this app very much i can keep in touch with family and friends near and far my only thing i wish for is a way to delete people who i no longer correspond with and delete those unknown folks who slip in messages trying to engage me in conversation thanks for your time,positive
please note as i was unable to send messages hence uninstalled whatsapp after installing the app when i mention my password it is showing unable to connect please check that you are connected to internet and try again please reboot your device if your connection problem continues with my network i am able to install other apps and send messages only whatsapp is not working please help shall appreciate your quick response,negative
the latest update has messed about with the phones gallery i do not want to see what i have received from other conversations  i want to see my photos so i can share them if it is not sorted soon i will end up hardly using it and by default removing it,negative
messages no longer get delivered unless that person in online and looking at you chat no notifications nothing there settings are set for all notifications but get nothing unless they go look unless it is fixed this app is garbage very frustrating and wast of your time,negative
over the past two weeks using whatsapp was fun previewing links from status was nice but i want to ask if whatsapp was made for ios only cuz it seems we on the android are destined to forever be backward why bring an update and then retrogress back into the former i want to state that i hate the bing font on status updates bring back the link preview meanwhile duplicate the feature that enables users to click on profiles from chatlist to view status android users also matter,negative
problem photo galleries screwed up now cannot select multiple photos to send on one message can see other users having the same complaint on different phone models on various forums yet another upgrade that is poorly thought out tested screwing up previous functionality,negative
whatsapp in itself is a good app but recently i am being flooded with fraudulent and spam messages and its really annoying it would be much better if whatsapp could add a feature where unknown contacts cannot message or call me on whatsapp unless they are in my contact list hope whatsapp team would consider adding this feature soon it would be really helpful to protect us from fraudsters,positive
there is fatal error when i do voice call in wa version  and android version  voice call error always disturbing and mostly ended by appearing messages call ended because there is a problem with your phones microphone when i use another apps calling its normal also when i use cellphone call its normal i think its fatal error that whatsapp should be fixed very annoying,negative
in my phone popup notification got disabled and when my phone is in silent mode no vibrate nothing no notification showing when i click the application then all the messages will come i communicate with whats app developer they mentioned pop up notification is not available on android  and above i really do not know that how they doing this it is really big pblm for me i just need a solution for this other android  and above it is working fine but in my mobile not working,negative
those having issues with gallery not showing up when sharing photos or videos go to your app settings and allow permission for photo and video media i am not sure why it was disabled after update hope this helps,negative
i am having same problem photos are blurry got in touch with whatsapp support and they said restart phone turn airplane mode on then off also data roaming update whatsapp all of which have not worked something is obviously wrong somewhere just restarted my phone all is well now you should restart your phone every now and then it sorts your phone out i do it every month or so,negative
hi my whatsapp lags during voice calls since the one ui  update android  on my s ultra since then i am unable to have lag free calls its not a network issue cz i tried with wifi as well same result the voice disappears from both sides for few seconds after every  to  seconds during the voice calls it takes almost  seconds to disconnect the call cz whatsapp does not respond i have alreadg given all the permissions to the app uninstalled and reinstalled but in vain,negative
would be a  star but whatsapp really needs to have a voice activated option for recording voice clips voice messages are the future of cb radio on your phone the driving and trucking world would be very appreciative to have a voice activated voice clip function or release a whatsapp dedicated earphone which does it at the push of a button,positive
after using whatsapp for  years i have felt the need to provide feedback today today whilst trying to share a camera photovideo i am unable to view camera photos or any other folder containing media besides whatsapp media when clicking the paper clip icon i know have to click on the  dots and then gallery after clicking the paper clip icon in addition i can only attachshare  camera photo at a time fix your android os whatsapp pls update required asap,negative
since the last update nothing works properly cant send images and can only get on media between me and a specific contact constantly backing up for hours at a time and messages are constantly slow to send often showing as unsent even if they the other person has received the message,negative
all the functions are good except the video call one by mistouch or accidental touch on video call button it would start calling immediately so for the next software update developers should consider displaying a popup for confirmation to proceed video call or cancel on pressing the video call button please consider this,positive
please i made a video of  minutes and  seconds and when i send it it gets cut off to  minutes i am not allowed to send the entire video when i tried to send it as a document it showed that it was over mb the video is only mb please fix this bug thank you,negative
update app uninstalled would not connect so far very poor recently changed phones using the same sim card i cannot get it to verify my phone number it does not send the text with code then i have to wait hrs to try again tried the call me option nothing happens there is no customer service contact option,negative
whatsapp is a great app for communication however since i upgraded my android version to  on my oppo a i can no longer terminate my whatsapp video calls initially i was hoping that you new updates will take care of that but to my amazement i have downloaded and installed two of your updates all to no avail what do i do to solve this problem thanks,negative
terrible update first when you delete the last msgs of a chat the chat still remains at todays position in the list of chats however it should move down to the last msg date available in the chat second the list of unread msgs in the notification bar freezesany times and does not let you switch to any other app,negative
please one important feature to add before telegram and signalwhen hearing a voice message add the option to direct the sound only to main speaker this is especially useful if proximity sensor is malfunctioning and please create a lite version of whatsapp for low end devices that is and improvement there is no improvement for this app it is disappointing actually just add options and features other messengers are better,positive
i have changed my phone and uploaded everything from the previous phone to this one ever since i have done that i have not been receiving whatsapp messages can someone please help me i have reinstalled whatsapp and restarted the phone but nothing i am sending messages and not receiving any,negative
after the recent update i was linking my whatsapp account with pc while i was scanning the qr code on my windows  computer the whatsapp app on my phone has suddenly crashed and when i reopened again it said cant backup later all my data which was backed up regularly has lost i used an android device running on android  the pc has windows  pro please resolve the issue,negative
uninstalled and reinstalled whatsapp on my samsung galaxy z fold  but still cannot upload videos to be sent the popped up message showed to restart my device but still did not work after attempting it for so many times this has never happened to me before truly disappointing,negative
it is pretty good app everything was good until archive option came at the topi archive the chats that i do not want to see if i open the app and it is screaming out the presence of the chats that i do not want to see then what will be the use of adding it under archived chat can you guys please make the necessary changes to this archive option so that it can be moved into top bottom according to user needs,positive
whatsapp is a good messaging app but still lacks some basic features i feel every messaging app should have likeseparating group chats from normal chatsreturning to messages that have not been read yet and not taking me to the last message when i click on it later onalso make all the messages arrive at the same time and not one after the other it slows down my deviceid like to see previous messages when i enter a groupmore over it is still a great messaging app fast and reliable,negative
whatsap call does not ring properly usually there is no ringtone at all and just display missed call other times the ringtone is my messages notification sound just repeated over and over now the media doesnt even show up when trying to insert pictures,negative
my family and i who are spread out all over the world have been using this app a long time  loved to keep in touch this last month or so my phone sends me notifications that an apps using up way too much battery  it always this app it pops up even when i have not opened the app that day yet i have started several help conversations in the app  every time they answer something i did not ask about i explain again  am told it should not use much battery  they close chat without any help ,positive
where is the warning when you people want to work on the app what is wrong with sending out a notice stipulating we cannot use our whatsapp because you decided to work on it this is the first time you have done this i tested everything including different networks to make sure it is not my network next time you wanna do this send out a notice,negative
recently i detected a bug my friend a was using whatsapp in a phone he got a new phone so he gave the phone to another friend b now when b login using his sim as local backed up messages were restored in bs account and a could not access his groups in his new phone but b have access to all the personal groups of a i did not get much into details as i was busy i deleted all datas and back ups and relogin b all datas were lost this is a very serious beach hope whatsapp correct this bug,negative
since the last update going to attach a screenshot is a pain it seems to want to go through all your whatsapp received pictures instead of phone albums first in the past picture screenshot folder select now picture top right choose gallery in gallery change to albums then find folder then select videos also dont show up so only option is to go to main gallery select video then press share a d choose whatsapp who on earth signed that off grrrr,negative
i cannot see the status of anybody in my contactsit was showing like there was an error in playing this video i was literally irratated after trying many attempts to see the status of all whatsapp  you are pleased to solve the issue as many users are facing the same issue,negative
i have an issue about sending pictures  videos it bothersome it cannot send directly from whatsapp apps unless you took the picturevideo by using in app camera or you should access to gallery and tap share button which is very ineffective and took my precious time this glitchbug also affect even with screenshot somehow this was not happened before my phone is samsung galaxy a g please fix this,negative
this version does not support the latest android version as a result of which the compatibility issues are there if you want to download media it needs a lot of permissions and practically everything tobbe accessed which should not be and was not there untill i updated my phone today whatsapp team to please look into it and sort out the issues i am using samsung s ultra phone,negative
when on a whatsapp voice call it does not switch seamlessly from lte to wifi or vice versa when one or the other loses connection you need to cut the call and switch to other connection and again place the call which is very frustrating,negative
too many issues lately tells me i have no internet connection when everything else works just fine struggled for days to get my backup restored on my new phone it gets harder and harder to use the app it was a good app in the past but now that facebook owns it became useless,negative
i cant send pictures or videos direct from whatsapp i have to go back to my gallery so annoying the worst part is when making call it will end with error that  call ended because there is a problem with your devices microphone try retartibg your device and try again ,negative
the updated version is very cool especially the polls but you should make it in such a way that someone can only choose one option but here lies the case one whatsapp user can choose all the options available it is very bad please do something about it the poll should also have a deadline,positive
usually a great app now with the change of having to go in deeper to attach pictures or videos is ridiculous please leave it the way it was i am not able to to select and view at the same time either,negative
whatsapp has a lot of bugs especially when it comes to voice calls sometimes you cannot hear the voice after that when you are in a voice call it suddenly end and there is also a broken radio soundplease fix it immediately,negative
hi whatsapp llc i rated this a  star because there was some bugs that was always happening almost everyday every time i am chatting with my bestfriend sometimes it randomly would not let me send the message and its the clock logo i do not know what happened tried alot of tutorials but still did not work thanks,negative
v good needs notification sound option with word wattsapp morphed into it splusonce i have granted all permissions i am told to remove permissions to free up space needs method optional for reading messages i would like option to record my calls sometimes difficult to select copy and paste messages,positive
whatsapp has changed recently and now i cannot send multuple photos from my phone unless they have been previously received via whatsapp i even need to go through a couple of extra steps to access my photos folder i do not know why they changed this feature and want to priorotise whatsapp folders but it is gone from being the best messaging app to now worse that facebook messenger who the hell are they paying to write the code for this app because if they keep this up they will kill it,negative
the new features are great however i want to recommend that you introduce a link reset option for the call link so that when a user creates a link for a group call when it is done the link can be reset and made unusable,negative
quite disappointed that whatsapp does not let you choose sd card for default data storage this should have been the developers top priority for an app that can fill the internal storage so rapidly i know several people who have stopped using the app for this very reason,negative
ever since i updated to android  i have been unable to send photos not taken in whatsapp i used to have the option to browse my gallery within whatsapp but now i am only seeing media sent or taken within the app i have to go to google photos and send it from there hoping this is a bug that can be fixed ,negative
previously had issues but looks like it has been resolved the app appears to be more reliable than the network service providers especially mobile calls really appreciative of the effort and service provided by the developers,negative
it is really good but just one thing about the new updates the feature that allows admins to delete anyones message only works one message at a time if you highlight more than one of someone elses message then it does not come up with the option to delete it for everyone else is that intentional,negative
whatsapp media does not show up on my gallery anymore for some reason and it is not a malfunction in the phone as far as i know i cannot even share the pics i get on whatsapp till i transfer them to another folder which is annoying i liked whatsapp in the past but due to this issue i am starting to get annoyed using whatsapp,negative
whatsapp i meant tell you guys from a long while about this i dont who out there feels the same way also but is there way that certain videos can be sent to someones status without having to trim them in stages because it really takes up time esp if its a min or two sometimes you have to just send the video link instead could you please do something about that limitation  give an update on that asap ,negative
it used to be great but sucks at transferring data i wasted more than  hours to back up my information to move to a new device and it was for no reason whatsapp support did not help at all and made me feel like i am stupid or was not trying everything they were telling me already this used to be the best app for chatting with family but now i am going to use something else so highly disappointed i have lost everything,negative
it is nice o buh i frown at the low features of the whatsapp it does indicate when a friend is online it should separate friends chat from group chatshaving different role for eachso that one can easily locate any chat or any group if the features of gbwhatsapp can be included in this one i believe it will become more interesting thanks my whatsapp keyboard has changed o the place for another paragraph has changed to sent and since chats have not been interesting ,positive
the app is much more secure than just about any other app out there still have not gotten a straight explanation on how and where to retrieve the messages this needs a rethink and going over to make it much more convient so at this time because of that flaw especially in the business app it could negatively impact any businesses that needs and received messages so thumbs down fix it gentleman,positive
great app i would recommend for any social media lover the recent update on the app is really poor you could make calls and still access other apps what i do not understand is why there is now restriction on this feature secondly people can still see and reply to a status update that was deleted this does not align with the apps privacy policy i believe all whatsapp users would appreciate it if these little flaws are fixed best regards,positive
this app has completely spoilt to add recent pictures you have to click on the  dot line on the top and choose gallery before you can view the screen like it used to look and i cannot see how to make it stay in that view what a terrible and pointless change ,negative
first whatsapp is a must have messenger app here whole region second the app works welleasy multi features as a messenger app especially broadcasting assigned group communicating now community this thatexternal supports from other imperative apps all inapp accessed updates installed like on dayto day schedule etc third and the greatest of all it is totally free no premium and it has perfectly all features even a premium can not compete with i am decades user of whatsapp,positive
i do not know why whatsapp keep changing the settings and format frequently most of modifications were annoy and nonsense the latest change was the sorting of contact persons when i deleted the latest posted chat from someones account the someone will keep at the toppest sorting position yesterday and before the someone would be returned to previous sorting position,negative
talk about going backwards i had an old phone repaired and used a cheap one in the meantime went to download an old backup to find you cannot do this now so i have lost  years of chat history now cannot register for  hours  minutes so not even my customers can get through ro me thank you whatsapp great work you do,negative
the last two updates come with annoying issues when personalizing sounds for contacts a real mess to the point that notifications sound plays along the recorded message or any incoming voice messages or calls one stupid solution was to reinstall and not personalizing sounds for contacts,negative
the volume cannot be adjusted on a tablet this makes it very difficult to speak on calls the tablet switches to portrait mode for calls the handsfree mode on a tablet makes no sense overall tablet support is very poor,negative
mist ridiculous frustrating backup and restore system why cannot you backup and restore your chats locally features are also behind every other good similar app hardly any new features ever added theming options are also ridiculously terrible only keep this app around because of a couple of my contacts,negative
overall good app but whatsapp has a glitch that even if i have internet connection i still cannot send any messages some of my friends have also tried sending messages but it did not work too and if i call someone it says that i do not have internet connection even though i do hope you can fix this glitch,negative
hello the main function notifications are not working in what is application latest version it is showing like popup notification is not available in your android version dear devloper please resolve this issue i will be thankful to you i am a tech guy i have checked every possible way and contacting you finally kindly take action,negative
i switched to an older one plus phone since then every other day i get banned for an hour or two hours it is just random i do not even do marketing on whatsapp just communications it is so annoying  i have uninstalled and reinstalled number of times i lose all my texts but this just keeps happening,negative
i love whatsapp a lot the quality of the calls are good the backgrounds and look is nice and in general its a great app there are regular but not too often updates and they always try to improve but this app would be even more amazing and fun if we could and filters on the camera its would be great for people who arent allowes to have snapchat or aby other apps reply if you agree,positive
now this is a really good app but there are a few things i would like to be added  i would love if you could make little avatars and i heard you might be doing that also instead of the caption at the bottom it would be cool if u could move it and it be like snapchats speaking of snapchat you should also add some filters that u can post on your status or just save them  thanks for reading  x,positive
this app is so frustrating if i wanna upload pictures on my status it takes up to  minutes most times and if i wanna delete a post it can take up to  hours and during that time no messages will come in and i will not be able to send messages,negative
i have not faced any problem yet using this appi think it is very amazing the way it is only a few features on privacy need to be updated as well as backing up of messages as it takes a long time to do so but keep it upits improving everyday,positive
it gives me the opportunity to relate and communicate with people at a higher level even as a group to make better and easier contact with othersdespite the challenges with the internet at times messages can be relayed at a faster paste,positive
for some reasons my whatsapp is showing a few contacts that are nowhere saved on my phone i tried reinstalling the app changed permissions resynced contacts but its still the same how can i get rid of it  i do not want to breach anyones privacy as the phone numbers display pictures and status for these unknown contacts are visible to me,negative
it is quite amazing app  but now i am going tell about a new feature sometimes i was writing a message but accidentally closed whatsapp so my message that i was writing has been deleted  so i thought if it has a feature that while writing a message if whatsapp closed automatically then the message i wrote will be saved as draft it is quite usable i hope you see my review and think about it thank you,negative
not sure if there is a bug but i have just had android  installed on my phone and now the only images i can attach to a message are images i have received through whatsapp there is a longwinded way to get to my gallery but it only displays photos not videos i now have to share the imagevideo directly from my gallery,negative
attachment options for pictures no matter the method in app camera button or paperclip now only shows whatsapp photo folders i then i have to hit menu then gallery if i have already entered text and then do this method it also deletes the text after attaching please fix,negative
cannot attach photos from gallery first thing that shows up when i click on the attach sign is whatsapp images instead of all albums then in the camera album it will not let you select more than one image why change something that works,negative
invasive backup notifications that cannot be cleared constant unwanted backups and my account keeps getting messaged and called by scam accounts fix how how personal data is collected because it should not be that easy for them to get in contact with me,negative
i think this app interface needs to be improved for instance  contact chats and group chats should be put separately  there should be a widget that helps users download photos from other peoples status  there should also be customized texts and colors as this helps users in generating their brand colors and text  incognito mode for preventing unwanted contacts from viewing wether you are active or not  there should also be a widget to download texts from status,positive
from the last app update whatsapp notifications and notification sound are not at all poping up i have to open the application to see the new messages and also there is no alert for them this is a serious problem as from past  to  days this has started and since then there is no update pushed from whatsapp i request you to please resolve this issue soon,negative
it is better the app stick to just texts video calls are the worst constantly reconnecting even when there is no signal issue in the area potential is present but it is up to you guys to improve,negative
it was fine and worked really well until the latest update now it is horrible to use bluetooth connections barely work and video call is impossible you are better off using other apps at this point,negative
they disabled the feature when you could play multiple voice messages in a row this is dangerous when you have to listen messages while driving a car now you have to touch your phone to play every message and you could end up in an accident smh,negative
all over app is good but i would like you to fix the live location issue the live location stops updating when the phone is locked it should be continuously updating the location even if the phone is locked or the app is closed it will be a really great update i do not know if you read the reviews and actually take those suggestions if you really read my review whatsapp then do reply to it here,negative
i cannot even access the app now the past two days i have woken up to the opening screen with no progress past that ive reinstalled cleared cache it will work for a few hours after reinstall than nothing again started on wednesday night,negative
this app constantly pauses or stops audio messages when i exit app and switch to another extremely annoying it should continue to play audio messages regardless of whether i switch to another app or not but continuously pausing messages every  seconds is infuriating,negative
no idea what is happened to whatsapp but now it does not show my photos to send it only shows media i share with other contacts it is incredibly annoying when this my primary app for contact tempted to swap to something else if this is not fixed,negative
this app is very good and there are a lot of things to like about this app but i am not going to talk about those i will talk about the things that can be improved and one big feature  it would be awesome if there were avatars you can keep  i think you guys can add some animated emojis of ourself that can use the front camera of the phone  there can be a feature like you can send status to only some particular contacts i hope these can be added quickly to whatsapp,positive
if there was a zero i would put it cannot change contact name pictures took on the app is so trash loading is very slow even with good internet not getting all messages for notif always lagging better with telegram so trash whatsapp unless you change it base on my review which i think you will not since you people making this app is so useless,negative
the microphone for voice recording is not working i noticed that after recording and sending there is nothing to show for that because the microphone could not capture my voice please fix this and maybe i will add more stars i already updated my whatsapp too,negative
after recent update i am facing following issues   my dp is not visible to my contacts  i am not able to send many files even if the nuber of files is less than  a message is displayed that cant send more than  files solve the issue at the earliest,negative
my experience so far using the app has been amazing but i would like to make a suggestion please make provision whereby one is able to block an individual in a group chat create an option where if one opens an individuals profile in a group chat the block option will also be listed if the command is set both parties will not be able to see each others comments or posts in a group chat even if they respond to other peoples comments in same group thanks,positive
great app but i suggest to add some features  if i see someones status first and they send it to me via whatsapp then the media does not come to the gallery plz fix this  advanced privacy in showing the profile pic ie the person whom i want to include or exclude from contacts,positive
the app is very good and help full app everyone can see is your google account dp status and your available information everyone can voice call video call massage voice message and send upi and money send receive photos send receive the app is most useful app this app can is group study discussion etc,positive
ever since the update i can only send media that was previously downloaded via whatsapp only any media content and etc is not showing when i want to attach a particular media the one showing available to attach is obly content that was shared via whatsapp before eg screenshot is not showing as an available attachement i have to go through gallery and select sharw via whatsapp,negative
phones media not recognized after the latest update you should fix that or at least tell us where we can fix that it is very invovenient to go each time to the gallery to send an image instead of accessing it directly from whatsapp this change should be mentioned in the update description i would not update it if i saw this change,negative
i am highly disappointed for the inconvenience in muting multiple contacts at once which was available with previous version but i found missing with this latest version now i have to mute one by one which takes a lot of time ,negative
om whatsapp i am not able to send videos to anyone i tried several times deleting and reinstalling the app to check for updates still it is the same problem i talk to support and they were also not able to help me it is awful and the worst experience,negative
your problem is making this app unusable when out of date some marginalized people like us will not be able to update it instantly as soon as you release a new version allow it to work and notify users of the new update they can update if they like the new features some people are just here for text audio and video calling and not worried about who last did what where,negative
this is a very simple and easy to use app with recent and relevant updates however kindly consider giving group admins the capacity to create a broadcast list out of groups i think the recent feature only supports creating a community this is necessary because some group members pay swift attention to direct messages compared to group charts as well group charts are most likely to be flooded with irrelevant messages and thus some group members miss out on relevant information etc,positive
i love the creativity and innovation of the app it would really be nice if the archives can not be at the top of the chats page we archive chats for a reason if you know what i mean they can appear in the settings as a goto option thanks in anticipation,positive
worked fine until the last update and now it will not let me share photos from my gallery only shows all the images that have already been sent through the app in different threads cannot send multiple photos and will not let me send videos at all absolute shambles,negative
i do not know why and how but i cannot send picturesvideosaudios anymore because of the new update maybe it is because of my phone but this happened when i updated the app please fix this immediately i want to share picturesvideosaudios to my friends and family again,negative
i have noticed a problem on whatsapp whenever i share a photo from my gallery on whatsapp status it is displaying that the photo does not exist in my internal storage but when i check internal storage then i can see the photo please try to fix this issue as soon as possible i think it is happening because of some bug thanks in advance,negative
good app but i could suggest some appchanging features  we should be able to see others messages informations and not just ours  it is so annoying when you chat with someone and then automatically the next day all messages selfdestroy can you please fix that that is all thank you for your care,positive
the whatsapp service is very sound and clear to the extent of the voice call is also very clear with out cracking so the network very fantastic and serve as fast in browsing and gives excellent service  the voice call sounds also very clear and the video call also have a service and give neat  only the voice call at times hangout without hearing the opposite well thanks,positive
used to work now bluetooth connection broken i have followed all the online advice and the permissions for nearby devices are not asked for everything otherwise works fine so i suspect it is not asking for a permission it needs or not updated for the latest os,negative
horrible experience when switching from one phone to another lost all the chats and some contacts why make this transit from old phone to new one such a trouble you should learn from telegram where everything works smooth and fast with no need to do back up or anything at all,positive
after update i can only select images from what has been sent on this app if i want to send something that has not i need to navigate to my photo album and from there i can send only one at a time further more i am unable to send videos this way as well what kind of lame update is this ,negative
updates fail all the time and it takes too much time i play voice messages but can barely hear them my screen goes black and when i unlock it it freezes until the end of message,negative
it is been all whacky recently when i scroll up it skips to mf  messages when someone sends a video i cannot watch it because its frozen to the first frame and will not start playing and messages sometimes take forever to send sometimes just dont,negative
love the app it awesome but i just have one problem that i think need urgent attention there is no media setting for video quality there is only one for photos and its really annoying when you post a video and the quality get reduced unlike other sociah media appshope its gets fix with the next update,positive
if anyone is sending me some photos it automatically gets deleted the same is happening with me in messages as well if someone is sending me a message then those messages are getting deleted automatically this is happening ever since i updated whatsapp please tell me some solution for this overall it is a good app but since the new update has come there is a lot of trouble this should be resolved as soon as possible,negative
it is an exceptional app since it makes messaging cup of tea for everyone the only little problems that i have are as follows   before the latest update it was hanging and bugging when i type something after an emoji the keyboard would just freeze  please improve the photo system i am glad you are so friendly and obedient with your audience and the new updates are what the public demanded so good job ,positive
idk why it did always worked on galaxy note  with no problemnow on galaxy s ultra it is having a lots of issuesnot able to send video files anymore wth  tech support has no idea what is going on  fail to process video  please try again later or restart your phone that is what i am getting probably for  months now  restarting phone does not help those new updates does not help either recently got several updates but still does not work i do not know what is going on,negative
its fantastic  the features and all other stuffs goes well  i should say too good but i thing something needs to be added  as we can turn off the last seen  we should have a option to turn off the online  offline mode seen by others of ours  not only i but many other want this thats it nothing else,positive
what do you developers do while sending any photo its quality gets reduced significantly even when the quality is set to best please please please give some heed to this comment and kindly add an option to send photos in their exact original quality,negative
before the update i have no issues with the pip feature but after the update i have issue with the pip while i am in video call my window will always located in the right bottom corner and it cannot move even though when in full screen i moved it to another corner it is really annoying please fix it,negative
in the recent  update i have observed the some issue with the app these are few pointers when i am on whatsapp call i will be unable to play hotstar and amazon prime videos or other ott platforms except youtube  when i am on whatsapp call and then i call through my phones dialer then i will not be able hear the voice of another party and when i resume the whatsapp call it override on dialer and make the direct call on hold so now i think there is really something wrong in the app,positive
